,country,description,points,price,variety,description_length
933,Spain,slightly sweet nose aroma baked fruit cream soda vanilla welcoming interestingly wine bit tart refined palate zesty full apple pear flavor run show lean definitely streamlined acidic food wine stand alone sipper,88,14.0,Sparkling Blend,315
934,US,small production blend cabernet sauvignon cabernet franc made winemaker know lot bordeaux blend genevieve janssens longtime vintner robert mondavi ripe pretty tannic cassis smoky new oak flavor ambitious wine quite good need time cellar soften resolve best least,92,125.0,Bordeaux-style Red Blend,381
935,Italy,made organically farmed grape offer tropical white stone fruit aroma bright palate saline hint underscore yellow apple bartlett pear citrus fruit finish clean crisp,89,20.0,Grillo,210
936,US,acorn interesting thing rhône variety show slouch bordeaux variety judge fresh succulent young red wine medium bodied dry polished flavor cherry blueberry leather herb long spicy finish,88,28.0,Cabernet Franc,281
937,Italy,wine hold ranking top nebbiolos depth great promise fruit wrapped within fold vanilla ginger cinnamon dusty mineral mouthfeel plush velvety wine end tart succulent tannin drink beautifully five plus year,93,40.0,Nebbiolo,321
938,US,make wonder took long california vintner understand chard drenched oak succulent wine crisp dry pineapple pink grapefruit green apple cinnamon spice flavor great shellfish grilled chicken,87,20.0,Chardonnay,281
939,US,quite beautiful cabernet showing oakville character black currant cedar profoundly fine tannin well great depth flavor ageworthiness made cabernet lush dramatic easily develop next year,94,55.0,Cabernet Sauvignon,270
940,Italy,plush elegant barbera alba bright fruit tone followed graphite dash exotic spice pretty earthy nuance wine bright fruity mouth cherry blackberry close,87,20.0,Barbera,222
941,US,wild horse capture essence central coast pinot wine especially complex ageable defines fruit acid balance region cherry black raspberry root beer spiced rum punch flavor wine silky dry,87,25.0,Pinot Noir,263
942,Italy,unique appealing scent pear drop roasted walnut leading luxuriously textured palate caramel note toasty new oak vie kiwi flavor mouth finish long dry drink age year even complexity,89,22.0,Chardonnay,268
943,Italy,open bold appearance dark extraction aroma follow reminiscent ripe cherry cinnamon spice plum pulpy black fruit round soft close firm grittiness,88,15.0,Nebbiolo,203
944,Spain,already past prime garnacha based rosado sweet nectarine aroma along sugary creamy palate zest upon release mostly gone stage wait,82,7.0,Garnacha,200
945,France,straight line acidity right wine citrus pineapple flavored heart structured taut acidity dominant concentrated ready age year,91,25.0,Sauvignon Blanc,208
946,Italy,aroma suggest apricot lemon drop exotic fruit subtle oak forward palate delivers yellow peach nectarine green melon lemon drop alongside note vanilla,89,49.0,Sauvignon,173
947,Spain,mucky sweet best foot put forward via compost like nose little prune leather sticky mouthfeel,80,8.0,Garnacha,165
948,Italy,cherry vanilla ripasso prominent aroma dig deep uncover spanish cedar blueberry tart maple syrup indian spice wine bright personality offer load ripe fruit mouth imported solstars inc,88,20.0,"Corvina, Rondinella, Molinara",262
949,Italy,intense aroma recall tropical fruit crushed tomato vine granny smith apple bright juicy palate offer white peach apricot papaya cantaloupe almond along crisp acidity,89,25.0,Turbiana,193
950,US,full bodied dry taste pinot noir black red cherry red currant flavor bit rough texture pretty good price pair well roast salmon even lamb chop,87,22.0,Sparkling Blend,211
951,France,nose heady fragrant edged dried chamomile hay flower subdued honey underneath notion sweet luscious apricot compote time subtle note enticing pine resin fir illuminated way purest concentrated lemon acidity triumph balance richness,95,90.0,Pinot Gris,358
952,US,decent crisp waterered citrus flavor finish little sweet,83,14.0,Sauvignon Blanc,78
953,France,partner copains abord wine sport label woman good time party wine suit image fresh fruity juicy,85,11.0,Gamay,147
954,US,fine wine full bodied dry spicy flavor currant teriyaki beef black pepper cola bracing minerality ground richness could concentrated great value,87,12.0,Syrah,213
955,France,fruity crisp red currant citrus flavor bright vivacious wine tight mineral edge contrast fruitiness turn food friendly wine drink,88,25.0,Rosé,202
956,France,smooth wine tannin suspended within velvet texture resulting opulent rich feel intense medicinal dark plum skin flavor powerful solid aging,91,18.0,Malbec-Merlot,190
957,US,showing lot depth focus husch regular pinot noir wine come nearly year old grape grown estate charming light silky mouth brilliant acidity framing intense flavor cherry spice age well decade,92,40.0,Pinot Noir,286
958,France,richly soft creamy wine dominated flavor white currant chive full bodied still young enough ripe acidity full flavored fruit see develop well five year,90,50.0,Chardonnay,208
959,US,tight tannic coarseness petite sirah make little bitter difficult hand elegantly structured rich core blackberry suggests ageability could improve bottle,87,24.0,Petite Sirah,238
960,US,big rich fruity fantastically ripe cherry dr pepper flavor elevated note sweet sandalwood brightened crisp acidity impress sheer power well long spicy finish young drink need year mellow,90,49.0,Pinot Noir,283
961,France,rustic wine definite barnyard flavor fruit smoky extract tannin old wood taste intrude much,92,19.0,Bordeaux-style Red Blend,134
962,US,heavy oak overpowering buttered toast butterscotch flavor underneath pineapple peach flavor finish sweet heavy,84,27.0,Chardonnay,160
963,US,nice everyday pinot properly silky texture cherry cola red licorice bacon flavor satisfyingly rich elaborate oak overtone pretty good value pinot noir,86,18.0,Pinot Noir,209
964,Italy,notice unique terroir driven note freshly milled white peppercorn distinguishes amarone background generous tone berry black mineral toasted almond pair extraordinary wine roasted meat aged cheese,94,118.0,"Corvina, Rondinella, Molinara",258
965,Italy,ripe rich barbera asti superiore pleasantly inviting aroma ripe blackberry maraschino cherry exotic spice aromatic layer washed clean palate thanks wine fresh acidity kick finish,88,16.0,Barbera,251
966,Italy,simple red great food wine would pair anything containing meat cheese heft determination bright accent cherry red rose dried apple,86,14.0,"Corvina, Rondinella, Molinara",195
967,US,pinot vineyard anderson alexander valley always seem earthy tannic youth bottling oak inspired cherry cola tobacco spice flavor could develop bottle complexity year,87,42.0,Pinot Noir,260
968,France,problem wine wood much toasting high giving burnt character wine better integrated likely dry,80,29.0,Bordeaux-style Red Blend,209
969,US,oaky hearty wine many way want chardonnay nose exudes fresh cut wood flavor profile buttered toast apple peach stylistically california way yet enough acid natural flavor help heavy,89,28.0,Sauvignon Blanc,285
970,Italy,bright round delicious exotic fruit white flower cantaloupe aroma follow lively palate along honeydew melon fruit noteworthy freshness vintage,90,34.0,Sauvignon,206
971,US,vineyard called sweetwater riesling sweet peach pineapple wildflower honey flavor brisk monterey acidity balance tart prickly mouthfeel,84,13.0,Riesling,179
972,US,stimulatingly fresh clean polished sb benefit crisp acidity provoked cool growing region flavor fig citrus fruit nectarine could bit focused,85,15.0,Sauvignon Blanc,205
973,Italy,marion make best amarone sale today standout expression stellar vintage prof point wine thick deliciously succulent redolent mature black fruit spice leather chocolate pipe tobacco,93,70.0,"Corvina, Rondinella, Molinara",249
974,France,unusual blend clairette bourboulenc medium bodied wine crisp citrusy marked pineapple hint underripe peach pear light enough paired delicate seafood dish summer month,86,11.0,Rhône-style White Blend,248
975,US,thick ripe creamy luscious sémillon carry grace style dense fruit flavor mix peach apricot pear spicy apple hint caramel brown sugar though quite dry much fruit seem lightly sweet high alcohol take away complexity fermented dry would stunning late harvest dessert wine,90,19.0,Sémillon,409
976,US,vintage mark big step forward oregon sauvignon blanc fresh racy bright young quincy loire sappy sauvignon snap natural acidity tongue tingling mix melon lime grapefruit palate drinking beautifully right fresh,90,20.0,Sauvignon Blanc,314
977,US,much fruit much acidity nice pg apple peach lime wildflower dry delicious remarkable acidity balance lusty wine versatile sort different food,87,18.0,Pinot Grigio,230
978,US,apple cider earth aroma open simple apple toast palate mouthfeel even finish dry rather woody drinkable california chardonnay age,82,13.0,Chardonnay,193
979,US,another spectacular effort though bumped price significantly beautifully varietal mixing floral bath powder apple grapefruit component nose mouth elegant intensity power wine exceptionally long brilliant finish residual sweetness keep alcohol without making wine either soft sugary case produced,90,8.0,Gewürztraminer,424
980,US,fan petit verdot almost attained cult status washington want miss spectacular effort bright chewy muscular though tannin polished perfectly set new oak adding dark smoky chocolate espresso flavor acidity keep underscoring tart berry fruit sweet green tomato highlight,94,30.0,Petit Verdot,378
981,US,curious wine tasting good tannic new oaky feel clumsy astringent awkward mouth realize rich heart fruit offering enormous array blackberry blueberry black currant grape rutherford gamble fruit outlast tannin,91,80.0,Cabernet Sauvignon,340
982,US,extraordinary wine dry crisp acidity wonderfully silky mouth flavor deep complex changing every second wine breathes raspberry wild clove cinnamon spice cola dried herb thing taste earthy minerally woodsy insanely complex dynamic pinot age eight year,95,65.0,Pinot Noir,353
983,France,côte de rouffach area wine eminently alive apricot nectarine mango comprise fruit nose palate like peachy parfait dig deep find custard stone petrol nuance give alsace riesling character,88,19.0,Riesling,299
